Data;Piso;Posição;Observação;;;;
15/04/2025;4;2017;Deslacrado;;;;
15/04/2025;4;2151;Teclado solto;;;;
15/04/2025;4;2244;Deslacrado;;;;
15/04/2025;4;2245;Deslacrado;;;;
15/04/2025;4;2249;Deslacrado;;;;
15/04/2025;4;2251;Deslacrado;;;;
15/04/2025;4;2272;Usb na porta da frente;;;;
15/04/2025;4;2320;Usb na porta da frente;;;;
15/04/2025;4;2366;Deslacrado;;;;
15/04/2025;4;2262;Deslacrado;;;;
15/04/2025;4;2286;Calha levantada;;;;
15/04/2025;4;2470;Deslacrado;;;;
15/04/2025;4;2471;Deslacrado;;;;
15/04/2025;4;2476;Deslacrado;;;;
15/04/2025;4;2474;Deslacrado;;;;
15/04/2025;4;2639;Deslacrado;;;;
15/04/2025;4;2646;Deslacrado;;;;
15/04/2025;5;3272;Deslacrado;;;;
15/04/2025;5;3273;Deslacrado;;;;
15/04/2025;5;3505;Deslacrado;;;;
15/04/2025;5;3416;Deslacrado;;;;
15/04/2025;5;3412;Deslacrado;;;;
15/04/2025;5;3418;Deslacrado;;;;
15/04/2025;5;3289;Ramal desligado;;;;
15/04/2025;5;3297;Deslacrado;;;;
15/04/2025;5;3303;Deslacrado;;;;
15/04/2025;5;3304;Deslacrado;;;;
15/04/2025;5;3306;Deslacrado;;;;
15/04/2025;5;3518;Deslacrado;;;;
18/04/2025;2;6969;Deslacrado;;;;
18/04/2025;2;6887;Deslacrado;;;;
18/04/2025;2;6840;Deslacrado;;;;
18/04/2025;2;6843;Deslacrado;;;;
18/04/2025;2;6837;Deslacrado;;;;
18/04/2025;2;6838;Deslacrado;;;;
18/04/2025;2;6640;Deslacrado;;;;
18/04/2025;2;6641;Deslacrado;;;;
18/04/2025;2;6642;Deslacrado;;;;
18/04/2025;3;1669;Deslacrado;;;;
18/04/2025;3;1667;Deslacrado;;;;
18/04/2025;3;1599;Deslacrado;;;;
18/04/2025;3;1592;Deslacrado;;;;
18/04/2025;3;1597;Deslacrado;;;;
18/04/2025;3;1591;Deslacrado;;;;
18/04/2025;3;1572;Deslacrado;;;;
18/04/2025;3;1641;Deslacrado;;;;
18/04/2025;3;1640;Deslacrado;;;;
18/04/2025;3;1237;Deslacrado;;;;
18/04/2025;3;1236;Deslacrado;;;;
18/04/2025;3;1234;Deslacrado;;;;
18/04/2025;3;1236;Deslacrado;;;;
18/04/2025;3;1234;Deslacrado;;;;
18/04/2025;3;1228;Deslacrado;;;;
18/04/2025;3;1229;Deslacrado;;;;
18/04/2025;3;1230;Deslacrado;;;;
18/04/2025;3;1225;Deslacrado;;;;
18/04/2025;3;1325;HD com erro;;;;
18/04/2025;3;1326;HD com erro;;;;
18/04/2025;3;1331;Deslacrado;;;;
18/04/2025;3;1388;Deslacrado;;;;
18/04/2025;3;1390;Deslacrado;;;;
18/04/2025;3;1402;Deslacrado;;;;
18/04/2025;3;1402;Deslacrado;;;;
18/04/2025;3;1403;Deslacrado;;;;
18/04/2025;3;1404;Deslacrado;;;;
18/04/2025;3;1405;Deslacrado;;;;
18/04/2025;3;1414;Deslacrado;;;;
18/04/2025;3;1435;Deslacrado;;;;
18/04/2025;3;1460;Deslacrado;;;;
18/04/2025;3;1467;Deslacrado;;;;
18/04/2025;3;1249;Deslacrado;;;;
18/04/2025;3;1250;Deslacrado;;;;
18/04/2025;3;1251;Deslacrado;;;;
18/04/2025;3;1252;Deslacrado;;;;
18/04/2025;3;1253;Deslacrado;;;;
18/04/2025;3;1272;Deslacrado;;;;
18/04/2025;3;1271;Deslacrado;;;;
18/04/2025;3;1270;Deslacrado e calha levantada;;;;
18/04/2025;3;1264;Deslacrado;;;;
18/04/2025;3;1261;Deslacrado;;;;
18/04/2025;3;1267;Deslacrado;;;;
18/04/2025;3;1273;Deslacrado;;;;
18/04/2025;3;1278;Deslacrado;;;;
18/04/2025;3;1279;Deslacrado;;;;
18/04/2025;3;1282;Deslacrado;;;;
18/04/2025;3;1286;Deslacrado;;;;
18/04/2025;3;1284;Deslacrado;;;;
18/04/2025;3;1291;Deslacrado;;;;
18/04/2025;3;1293;Deslacrado;;;;
18/04/2025;3;1299;Deslacrado e usb porta frontal;;;;
18/04/2025;3;1301;Deslacrado e usb porta frontal;;;;
18/04/2025;3;1312;Deslacrado;;;;
18/04/2025;3;1310;Deslacrado;;;;
18/04/2025;3;1309;Deslacrado;;;;
18/04/2025;3;1313;Deslacrado;;;;
18/04/2025;3;1473;Deslacrado;;;;
18/04/2025;3;239;Deslacrado;;;;
18/04/2025;3;251;Deslacrado;;;;
18/04/2025;3;238;Deslacrado;;;;
18/04/2025;3;245;Deslacrado;;;;
18/04/2025;3;233;Deslacrado;;;;
18/04/2025;3;243;Deslacrado;;;;
18/04/2025;3;232;Deslacrado;;;;
18/04/2025;3;231;Deslacrado;;;;
18/04/2025;3;242;Deslacrado;;;;
18/04/2025;3;229;Deslacrado;;;;
18/04/2025;3;240;Deslacrado;;;;
18/04/2025;3;260;Quase todas as posições da digicob estão deslacradas;;;;
18/04/2025;4;2193;Usb na porta frontal;;;;
18/04/2025;4;2179;Deslacrado;;;;
18/04/2025;4;2184;Deslacrado;;;;
18/04/2025;4;2183;Deslacrado;;;;
18/04/2025;4;2182;Deslacrado;;;;
18/04/2025;4;2171;Deslacrado;;;;
18/04/2025;4;2166;Deslacrado;;;;
18/04/2025;4;2164;Usb na porta frontal;;;;
18/04/2025;4;2156;Usb na porta frontal;;;;
18/04/2025;4;2133;Deslacrado;;;;
18/04/2025;4;2002;Deslacrado;;;;
18/04/2025;4;2001;Usb na porta frontal;;;;
18/04/2025;4;2089;Deslacrado;;;;
18/04/2025;4;2088;Deslacrado;;;;
18/04/2025;4;2081;Deslacrado;;;;
18/04/2025;4;2086;Deslacrado;;;;
18/04/2025;4;2085;Deslacrado;;;;
18/04/2025;4;2084;Deslacrado;;;;
18/04/2025;4;2063;Deslacrado;;;;
18/04/2025;4;2060;Deslacrado;;;;
18/04/2025;4;2058;Deslacrado;;;;
18/04/2025;4;2043;Deslacrado e usb na porta frontal;;;;
18/04/2025;4;2040;Deslacrado;;;;
18/04/2025;4;2034;Deslacrado;;;;
18/04/2025;4;2035;Deslacrado;;;;
18/04/2025;4;2033;Deslacrado;;;;
18/04/2025;4;2025;Deslacrado;;;;
18/04/2025;4;2024;Deslacrado;;;;
18/04/2025;4;2020;Deslacrado;;;;
18/04/2025;4;2019;Deslacrado;;;;
18/04/2025;4;2018;Deslacrado;;;;
18/04/2025;4;2017;Deslacrado;;;;
18/04/2025;4;2244;Deslacrado;;;;
18/04/2025;4;2272;Usb porta frontal;;;;
18/04/2025;4;2320;Usb porta frontal;;;;
18/04/2025;4;2366;Deslacrado;;;;
18/04/2025;4;2262;Deslacrado;;;;
18/04/2025;5;3272;Deslacrado;;;;
18/04/2025;5;3273;Deslacrado;;;;
18/04/2025;5;3505;Deslacrado;;;;
18/04/2025;5;3416;Deslacrado;;;;
18/04/2025;5;3412;Deslacrado;;;;
18/04/2025;5;3418;Deslacrado;;;;
18/04/2025;5;3289;Ramal desligado;;;;
18/04/2025;5;3297;Deslacrado;;;;
18/04/2025;5;3303;Deslacrado;;;;
18/04/2025;5;3304;Deslacrado;;;;
18/04/2025;5;3306;Deslacrado;;;;
18/04/2025;5;3518;Deslacrado;;;;
18/04/2025;5;3364;Deslacrado;;;;
18/04/2025;5;3464;Deslacrado;;;;
18/04/2025;5;3462;Deslacrado;;;;
18/04/2025;5;3461;Deslacrado;;;;
18/04/2025;5;3030;Deslacrado;;;;
18/04/2025;5;3029;Deslacrado;;;;
18/04/2025;5;3028;Usb na porta da frente;;;;
18/04/2025;5;3036;Deslacrado;;;;
18/04/2025;5;3037;Deslacrado;;;;
18/04/2025;5;3124;Deslacrado;;;;
18/04/2025;5;3125;Deslacrado;;;;
18/04/2025;6;4133;Deslacrado;;;;
18/04/2025;6;4132;Deslacrado;;;;
18/04/2025;6;4131;Deslacrado;;;;
18/04/2025;6;4124;Deslacrado;;;;
18/04/2025;6;4126;Deslacrado;;;;
18/04/2025;6;4127;Deslacrado;;;;
18/04/2025;6;4129;Deslacrado;;;;
18/04/2025;6;4067;Deslacrado;;;;
18/04/2025;6;4065;Deslacrado;;;;
18/04/2025;6;4064;Deslacrado;;;;
18/04/2025;6;4057;Deslacrado;;;;
18/04/2025;6;4058;Deslacrado;;;;
18/04/2025;6;4059;Deslacrado;;;;
18/04/2025;6;4051;Usb na porta da frente;;;;
18/04/2025;6;4783;Deslacrado;;;;
18/04/2025;6;4662;Deslacrado;;;;
18/04/2025;6;4500;Deslacrado;;;;
18/04/2025;6;4480;Deslacrado;;;;
18/04/2025;6;4475;Deslacrado;;;;
18/04/2025;6;4471;Deslacrado;;;;
18/04/2025;6;4456;Deslacrado;;;;
18/04/2025;6;4408;Deslacrado;;;;
18/04/2025;6;4407;Deslacrado;;;;
18/04/2025;6;4239;Deslacrado;;;;
18/04/2025;6;4457;Deslacrado;;;;
23/04/2025;2;6969;Deslacrado;;;;
23/04/2025;2;6887;Deslacrado;;;;
23/04/2025;2;6840;Deslacrado;;;;
23/04/2025;2;6841;Deslacrado;;;;
23/04/2025;2;6843;Deslacrado;;;;
23/04/2025;2;6637;Erro no hd;;;;
23/04/2025;2;6638;Deslacrado;;;;
23/04/2025;2;6639;Deslacrado;;;;
23/04/2025;2;6640;Deslacrado;;;;
23/04/2025;2;6641;Deslacrado;;;;
23/04/2025;2;6642;Deslacrado;;;;
23/04/2025;2;6591;Deslacrado;;;;
23/04/2025;3;1669;Deslacrado;;;;
23/04/2025;3;1667;Deslacrado;;;;
23/04/2025;3;1599;Deslacrado;;;;
23/04/2025;3;1592;Deslacrado;;;;
23/04/2025;3;1592;Deslacrado;;;;
23/04/2025;3;1597;Deslacrado;;;;
23/04/2025;3;1591;Deslacrado;;;;
23/04/2025;3;1572;Deslacrado;;;;
23/04/2025;3;1641;Deslacrado;;;;
23/04/2025;3;1640;Deslacrado;;;;
23/04/2025;3;1637;Deslacrado;;;;
23/04/2025;3;1636;Deslacrado;;;;
23/04/2025;3;1634;Deslacrado;;;;
23/04/2025;3;1237;Deslacrado;;;;
23/04/2025;3;1234;Deslacrado;;;;
23/04/2025;3;1229;Deslacrado;;;;
23/04/2025;3;1230;Deslacrado;;;;
23/04/2025;3;1225;Deslacrado;;;;
23/04/2025;3;1325;Erro no hd;;;;
23/04/2025;3;1326;Erro no hd;;;;
23/04/2025;3;1331;Deslacrado;;;;
23/04/2025;3;1396;Deslacrado;;;;
23/04/2025;3;1388;Deslacrado;;;;
23/04/2025;3;1390;Deslacrado;;;;
23/04/2025;3;1402;Deslacrado;;;;
23/04/2025;3;1403;Deslacrado;;;;
23/04/2025;3;1404;Deslacrado;;;;
23/04/2025;3;1405;Deslacrado;;;;
23/04/2025;3;1414;Deslacrado;;;;
23/04/2025;3;1435;Deslacrado;;;;
23/04/2025;3;1460;Deslacrado;;;;
23/04/2025;3;1467;Deslacrado;;;;
23/04/2025;3;1469;Deslacrado;;;;
23/04/2025;3;1250;Deslacrado;;;;
23/04/2025;3;1251;Deslacrado;;;;
23/04/2025;3;1252;Deslacrado;;;;
23/04/2025;3;1253;Deslacrado;;;;
23/04/2025;3;1272;Deslacrado;;;;
23/04/2025;3;1272;Deslacrado;;;;
23/04/2025;3;1271;Deslacrado;;;;
23/04/2025;3;1270;Deslacrado;;;;
23/04/2025;3;1264;Deslacrado;;;;
23/04/2025;3;1261;Deslacrado;;;;
23/04/2025;3;1261;Deslacrado;;;;
23/04/2025;3;1267;Deslacrado;;;;
23/04/2025;3;1273;Deslacrado;;;;
23/04/2025;3;1278;Deslacrado;;;;
23/04/2025;3;1279;Deslacrado;;;;
23/04/2025;3;1282;Deslacrado;;;;
23/04/2025;3;1286;Deslacrado;;;;
23/04/2025;3;1284;Deslacrado;;;;
23/04/2025;3;1291;Deslacrado;;;;
23/04/2025;3;1293;Deslacrado;;;;
23/04/2025;3;1299;Deslacrado;;;;
23/04/2025;3;1301;Deslacrado;;;;
23/04/2025;3;1312;Deslacrado;;;;
23/04/2025;3;1310;Deslacrado;;;;
23/04/2025;3;1309;Deslacrado;;;;
23/04/2025;3;1313;Deslacrado;;;;
23/04/2025;3;1473;Deslacrado;;;;
23/04/2025;3;239;Quase todas as posições da digicob estão deslacrada;;;;
23/04/2025;4;2111;Sem mouse;;;;
23/04/2025;4;2110;Deslacrado;;;;
23/04/2025;4;2109;Deslacrado;;;;
23/04/2025;4;2108;Deslacrado;;;;
23/04/2025;4;2107;Deslacrado;;;;
23/04/2025;4;2193;Usb porta da frente;;;;
23/04/2025;4;2179;Deslacrado;;;;
23/04/2025;4;2184;Deslacrado;;;;
23/04/2025;4;2183;Deslacrado;;;;
23/04/2025;4;2171;Deslacrado;;;;
23/04/2025;4;2166;Deslacrado;;;;
23/04/2025;4;2164;USB porta da frente;;;;
23/04/2025;4;2156;Deslacrado;;;;
23/04/2025;4;2133;Deslacrado;;;;
23/04/2025;4;2001;USB porta da frente;;;;
23/04/2025;4;2002;Deslacrado;;;;
23/04/2025;4;2089;Deslacrado;;;;
23/04/2025;4;2088;Deslacrado;;;;
23/04/2025;4;2081;Deslacrado;;;;
23/04/2025;4;2086;Deslacrado;;;;
23/04/2025;4;2085;Deslacrado;;;;
23/04/2025;4;2084;Deslacrado;;;;
23/04/2025;4;2060;Deslacrado;;;;
23/04/2025;4;2058;Deslacrado;;;;
23/04/2025;4;2054;Deslacrado;;;;
23/04/2025;4;2053;Deslacrado;;;;
23/04/2025;4;2043;Deslacrado;;;;
23/04/2025;4;2046;Deslacrado;;;;
23/04/2025;4;2040;Deslacrado;;;;
23/04/2025;4;2034;Deslacrado;;;;
23/04/2025;4;2033;Deslacrado;;;;
23/04/2025;4;2035;Deslacrado;;;;
23/04/2025;4;2025;Deslacrado;;;;
23/04/2025;4;2024;Deslacrado;;;;
23/04/2025;4;2020;Deslacrado;;;;
23/04/2025;4;2019;Deslacrado;;;;
23/04/2025;4;2018;Deslacrado;;;;
23/04/2025;4;2017;Deslacrado;;;;
23/04/2025;4;2151;Deslacrado;;;;
23/04/2025;4;2152;Deslacrado;;;;
23/04/2025;4;2244;Deslacrado;;;;
23/04/2025;4;2245;Deslacrado;;;;
23/04/2025;4;2249;Deslacrado;;;;
23/04/2025;4;2251;Deslacrado;;;;
23/04/2025;4;2272;USB porta da frente;;;;
23/04/2025;4;2320;USB porta da frente  e deslacrado;;;;
23/04/2025;4;2366;Deslacrado;;;;
23/04/2025;4;2362;Deslacrado;;;;
23/04/2025;4;2386;Deslacrado;;;;
23/04/2025;4;2286;Deslacrado;;;;
23/04/2025;4;2470;Deslacrado;;;;
23/04/2025;4;2471;Deslacrado;;;;
23/04/2025;4;2476;Deslacrado;;;;
23/04/2025;4;2474;Deslacrado;;;;
23/04/2025;4;2639;Deslacrado;;;;
23/04/2025;4;2645;Deslacrado;;;;
23/04/2025;4;2646;Deslacrado;;;;
23/04/2025;5;3101;Sem mouse e deslacrado;;;;
23/04/2025;5;3272;Sem mouse e deslacrado;;;;
23/04/2025;5;3273;Deslacrado;;;;
23/04/2025;5;3505;Deslacrado;;;;
23/04/2025;5;3515;Deslacrado;;;;
23/04/2025;5;3517;Deslacrado;;;;
23/04/2025;5;3415;Deslacrado;;;;
23/04/2025;5;3416;Deslacrado;;;;
23/04/2025;5;3412;Deslacrado;;;;
23/04/2025;5;3418;Deslacrado;;;;
23/04/2025;5;3289;Deslacrado;;;;
23/04/2025;5;3297;Deslacrado;;;;
23/04/2025;5;3296;Sem calha;;;;
23/04/2025;5;3303;Deslacrado;;;;
23/04/2025;5;3304;Deslacrado;;;;
23/04/2025;5;3306;Deslacrado;;;;
23/04/2025;5;3518;Deslacrado;;;;
23/04/2025;6;4783;Deslacrado;;;;
23/04/2025;6;4782;Deslacrado;;;;
23/04/2025;6;4662;Deslacrado;;;;
23/04/2025;6;4790;Deslacrado;;;;
23/04/2025;6;4661;Deslacrado;;;;
23/04/2025;6;4439;Deslacrado;;;;
23/04/2025;6;4502;Deslacrado;;;;
23/04/2025;6;4500;Deslacrado;;;;
23/04/2025;6;4487;Deslacrado;;;;
23/04/2025;6;4480;Deslacrado;;;;
23/04/2025;6;4484;Deslacrado;;;;
23/04/2025;6;4476;Deslacrado;;;;
23/04/2025;6;4475;Deslacrado;;;;
23/04/2025;6;4471;Deslacrado;;;;
23/04/2025;6;4463;Deslacrado;;;;
23/04/2025;6;4460;Usb porta da frente e deslacrado;;;;
23/04/2025;6;4399;Usb porta da frente e deslacrado;;;;
23/04/2025;6;4398;Deslacrado;;;;
23/04/2025;6;4400;Deslacrado;;;;
23/04/2025;6;4407;Deslacrado;;;;
23/04/2025;6;4408;Deslacrado;;;;
23/04/2025;6;4457;Deslacrado USB porta da frente;;;;
23/04/2025;6;4458;Deslacrado;;;;
23/04/2025;6;4458;Deslacrado;;;;
23/04/2025;6;4456;Deslacrado;;;;
23/04/2025;6;4810;Deslacrado;;;;
25/04/2025;3;1297;Deslacrado;;;;
25/04/2025;3;1301;Deslacrado;;;;
25/04/2025;3;1299;Deslacrado;;;;
25/04/2025;3;1436;Deslacrado;;;;
25/04/2025;3;1437;Deslacrado;;;;
25/04/2025;3;1438;Deslacrado;;;;
25/04/2025;3;1439;Deslacrado;;;;
25/04/2025;3;1440;Deslacrado;;;;
25/04/2025;3;1435;Deslacrado;;;;
25/04/2025;3;1432;Deslacrado;;;;
25/04/2025;3;1431;Deslacrado;;;;
25/04/2025;3;1430;Deslacrado;;;;
25/04/2025;3;1416;Deslacrado;;;;
25/04/2025;3;1419;Deslacrado;;;;
25/04/2025;3;1426;Deslacrado;;;;
25/04/2025;3;1427;Deslacrado;;;;
25/04/2025;3;1428;Deslacrado;;;;
25/04/2025;3;1421;Deslacrado;;;;
25/04/2025;3;1420;Deslacrado;;;;
25/04/2025;3;1419;Deslacrado;;;;
25/04/2025;3;1418;Deslacrado;;;;
25/04/2025;3;1282;Deslacrado;;;;
25/04/2025;3;1278;Deslacrado;;;;
25/04/2025;3;1273;Deslacrado;;;;
25/04/2025;3;268;Deslacrado;;;;
25/04/2025;3;270;Deslacrado;;;;
25/04/2025;3;271;Deslacrado;;;;
25/04/2025;3;273;Deslacrado;;;;
25/04/2025;3;274;Deslacrado;;;;
25/04/2025;3;275;Deslacrado;;;;
25/04/2025;3;263;Deslacrado;;;;
25/04/2025;3;262;Deslacrado;;;;
25/04/2025;3;261;Deslacrado;;;;
25/04/2025;3;260;Deslacrado;;;;
25/04/2025;3;259;Deslacrado;;;;
25/04/2025;3;258;Deslacrado;;;;
25/04/2025;3;257;Deslacrado;;;;
25/04/2025;3;294;Deslacrado;;;;
25/04/2025;3;295;Deslacrado;;;;
25/04/2025;3;296;Deslacrado;;;;
25/04/2025;3;287;Deslacrado;;;;
25/04/2025;3;278;Deslacrado;;;;
25/04/2025;3;277;Deslacrado;;;;
25/04/2025;3;255;Deslacrado;;;;
25/04/2025;3;254;Deslacrado;;;;
25/04/2025;3;253;Deslacrado;;;;
25/04/2025;3;266;Deslacrado;;;;
25/04/2025;3;265;Deslacrado;;;;
25/04/2025;3;242;Deslacrado;;;;
25/04/2025;3;231;Deslacrado;;;;
25/04/2025;3;240;Deslacrado;;;;
25/04/2025;3;1231;Deslacrado;;;;
25/04/2025;3;1230;Deslacrado;;;;
25/04/2025;3;1216;Deslacrado;;;;
25/04/2025;3;1222;Deslacrado;;;;
25/04/2025;3;1326;Deslacrado;;;;
25/04/2025;3;1640;Deslacrado;;;;
25/04/2025;4;2089;Deslacrado;;;;
25/04/2025;4;2081;Deslacrado;;;;
25/04/2025;4;2185;Deslacrado;;;;
25/04/2025;4;2171;Deslacrado;;;;
25/04/2025;4;2170;Deslacrado;;;;
25/04/2025;4;2169;Deslacrado;;;;
25/04/2025;4;2174;Deslacrado;;;;
25/04/2025;4;2175;Deslacrado;;;;
25/04/2025;4;2058;Deslacrado;;;;
25/04/2025;4;2050;Deslacrado;;;;
25/04/2025;4;2057;Deslacrado;;;;
25/04/2025;4;2043;Deslacrado;;;;
25/04/2025;4;2045;Deslacrado;;;;
25/04/2025;4;2045;Deslacrado;;;;
25/04/2025;4;2040;Deslacrado;;;;
25/04/2025;4;2033;Deslacrado;;;;
25/04/2025;4;2017;Deslacrado;;;;
25/04/2025;4;2313;Deslacrado;;;;
25/04/2025;4;2318;Deslacrado;;;;
25/04/2025;4;2266;Deslacrado;;;;
25/04/2025;4;2264;Deslacrado;;;;
25/04/2025;4;2265;Deslacrado;;;;
25/04/2025;4;2256;Deslacrado;;;;
25/04/2025;4;2567;Deslacrado;;;;
25/04/2025;4;2570;Deslacrado;;;;
25/04/2025;4;2570;Deslacrado;;;;
25/04/2025;4;2564;Deslacrado;;;;
25/04/2025;4;2563;Deslacrado;;;;
25/04/2025;4;2559;Deslacrado;;;;
25/04/2025;4;2572;Deslacrado;;;;
25/04/2025;5;3301;Deslacrado;;;;
25/04/2025;5;3306;Deslacrado;;;;
25/04/2025;5;3307;Deslacrado;;;;
25/04/2025;5;3314;Deslacrado;;;;
25/04/2025;5;3313;Deslacrado;;;;
25/04/2025;5;3312;Deslacrado;;;;
25/04/2025;5;3427;Deslacrado;;;;
25/04/2025;5;3518;Deslacrado;;;;
25/04/2025;5;3434;Deslacrado;;;;
25/04/2025;5;3430;Deslacrado;;;;
25/04/2025;5;3429;Deslacrado;;;;
25/04/2025;5;3432;Deslacrado;;;;
25/04/2025;5;3328;Deslacrado;;;;
25/04/2025;5;3336;Deslacrado;;;;
25/04/2025;5;3337;Deslacrado;;;;
25/04/2025;5;3331;Deslacrado;;;;
25/04/2025;5;3541;Deslacrado;;;;
25/04/2025;5;3545;Deslacrado;;;;
25/04/2025;5;3468;Deslacrado;;;;
25/04/2025;5;3376;Deslacrado;;;;
25/04/2025;5;3488;Deslacrado;;;;
25/04/2025;5;3484;Deslacrado;;;;
25/04/2025;5;3485;Deslacrado;;;;
25/04/2025;5;3484;Deslacrado;;;;
25/04/2025;5;3573;Deslacrado;;;;
25/04/2025;5;3580;Deslacrado;;;;
25/04/2025;5;3495;Deslacrado;;;;
25/04/2025;5;3496;Deslacrado;;;;
25/04/2025;5;3498;Deslacrado;;;;
25/04/2025;5;3493;Deslacrado;;;;
25/04/2025;5;3488;Deslacrado;;;;
25/04/2025;5;3082;Deslacrado;;;;
25/04/2025;5;3075;Deslacrado;;;;
25/04/2025;5;3074;Deslacrado;;;;
25/04/2025;5;3081;Deslacrado;;;;
25/04/2025;5;3080;Deslacrado;;;;
25/04/2025;5;3079;Deslacrado;;;;
25/04/2025;5;3074;Deslacrado;;;;
25/04/2025;5;3059;Deslacrado;;;;
25/04/2025;5;3060;Deslacrado;;;;
25/04/2025;5;3061;Deslacrado;;;;
25/04/2025;5;3047;Deslacrado;;;;
25/04/2025;5;3053;Deslacrado;;;;
25/04/2025;5;3051;Deslacrado;;;;
25/04/2025;5;3044;Deslacrado;;;;
25/04/2025;5;3050;Deslacrado;;;;
25/04/2025;5;3033;Deslacrado;;;;
25/04/2025;5;3030;Deslacrado;;;;
25/04/2025;5;3036;Deslacrado;;;;
25/04/2025;5;3028;Deslacrado;;;;
25/04/2025;6;4715;Deslacrado;;;;
25/04/2025;6;4800;Deslacrado;;;;
25/04/2025;6;4838;Deslacrado;;;;
25/04/2025;6;4819;Deslacrado;;;;
25/04/2025;6;4232;Deslacrado;;;;
25/04/2025;6;4478;Deslacrado;;;;
25/04/2025;6;4389;Deslacrado;;;;
25/04/2025;6;4456;Deslacrado;;;;
25/04/2025;6;4476;Deslacrado;;;;
25/04/2025;6;4135;Deslacrado;;;;
25/04/2025;6;4134;Deslacrado;;;;
25/04/2025;6;4133;Deslacrado;;;;
25/04/2025;6;4131;Deslacrado;;;;
25/04/2025;6;4125;Deslacrado;;;;
25/04/2025;6;4126;Deslacrado;;;;
25/04/2025;6;4058;Deslacrado;;;;
25/04/2025;6;4051;Deslacrado;;;;
25/04/2025;6;4067;Deslacrado;;;;
25/04/2025;6;4478;Deslacrado;;;;
25/04/2025;6;4465;Deslacrado;;;;
25/04/2025;6;4131;Deslacrado;;;;
25/04/2025;6;4480;Deslacrado;;;;
25/04/2025;6;4489;Deslacrado;;;;
25/04/2025;6;4460;Deslacrado;;;;
25/04/2025;6;4126;Deslacrado;;;;
25/04/2025;6;4332;Deslacrado;;;;
25/04/2025;6;4487;Deslacrado;;;;
25/04/2025;6;4232;Deslacrado;;;;
25/04/2025;6;4302;Deslacrado;;;;
25/04/2025;6;4754;Deslacrado;;;;
25/04/2025;6;4735;Deslacrado;;;;
25/04/2025;6;4462;Deslacrado;;;;
25/04/2025;6;4726;Deslacrado;;;;
25/04/2025;6;4258;Deslacrado;;;;
25/04/2025;6;4715;Deslacrado;;;;
25/04/2025;6;4838;Deslacrado;;;;
25/04/2025;6;4300;Deslacrado;;;;
25/04/2025;6;4310;Deslacrado;;;;
25/04/2025;6;4819;Deslacrado;;;;
25/04/2025;6;4650;Deslacrado;;;;
25/04/2025;6;4389;Deslacrado;;;;
29/04/2025;2;6642;Deslacrado; ; ; ;
29/04/2025;2;6641;Deslacrado; ; ; ;
29/04/2025;2;6638;Deslacrado; ; ; ;
29/04/2025;2;6651;Deslacrado; ; ; ;
29/04/2025;2;6660;Deslacrado; ; ; ;
29/04/2025;2;6648;Deslacrado; ; ; ;
29/04/2025;2;6659;Deslacrado; ; ; ;
29/04/2025;2;6756;Deslacrado; ; ; ;
29/04/2025;2;6730;Deslacrado; ; ; ;
29/04/2025;2;6728;Deslacrado; ; ; ;
29/04/2025;3;1639;Deslacrado; ; ; ;
29/04/2025;3;1643;Deslacrado; ; ; ;
29/04/2025;3;1642;Deslacrado; ; ; ;
29/04/2025;3;1636;Deslacrado; ; ; ;
29/04/2025;3;1457;Deslacrado; ; ; ;
29/04/2025;3;1460;Deslacrado; ; ; ;
29/04/2025;3;1312;Deslacrado; ; ; ;
29/04/2025;3;1311;Deslacrado; ; ; ;
29/04/2025;3;1310;Deslacrado; ; ; ;
29/04/2025;3;1309;Deslacrado; ; ; ;
29/04/2025;3;1307;Deslacrado; ; ; ;
29/04/2025;3;1313;Deslacrado; ; ; ;
29/04/2025;3;1305;Deslacrado  e USB conectado na frente; ; ; ;
29/04/2025;3;1299;Deslacrado  e USB conectado na frente; ; ; ;
29/04/2025;3;1299;Deslacrado; ; ; ;
29/04/2025;3;1297;Deslacrado; ; ; ;
29/04/2025;3;1301;Deslacrado; ; ; ;
29/04/2025;3;1301;Deslacrado; ; ; ;
29/04/2025;3;1436;Deslacrado; ; ; ;
29/04/2025;3;1430;Deslacrado; ; ; ;
29/04/2025;3;1431;Deslacrado; ; ; ;
29/04/2025;3;1438;Deslacrado; ; ; ;
29/04/2025;3;1432;Deslacrado; ; ; ;
29/04/2025;3;1435;Deslacrado; ; ; ;
29/04/2025;3;1434;Deslacrado; ; ; ;
29/04/2025;3;1433;Deslacrado; ; ; ;
29/04/2025;3;1288;Deslacrado; ; ; ;
29/04/2025;3;1293;Deslacrado; ; ; ;
29/04/2025;3;1292;Deslacrado; ; ; ;
29/04/2025;3;1286;Deslacrado; ; ; ;
29/04/2025;3;1291;Deslacrado; ; ; ;
29/04/2025;3;1284;Deslacrado; ; ; ;
29/04/2025;3;263;Deslacrado; ; ; ;
29/04/2025;3;275;Deslacrado; ; ; ;
29/04/2025;3;262;Deslacrado; ; ; ;
29/04/2025;3;274;Deslacrado; ; ; ;
29/04/2025;3;261;Deslacrado; ; ; ;
29/04/2025;3;273;Deslacrado; ; ; ;
29/04/2025;3;272;Deslacrado; ; ; ;
29/04/2025;3;271;Deslacrado; ; ; ;
29/04/2025;3;259;Deslacrado; ; ; ;
29/04/2025;3;270;Deslacrado; ; ; ;
